,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,movie_and_date
1150,51,2000-02-11,The Beach,"$50,000,000","$39,778,599","$39,778,599",2000,The Beach_2000
1151,52,2005-06-10,The Adventures of Sharkboy and Lavagirl in 3-D,"$50,000,000","$39,177,684","$69,425,966",2005,The Adventures of Sharkboy and Lavagirl in 3-D_2005
1152,53,1994-02-18,On Deadly Ground,"$50,000,000","$38,590,458","$38,590,458",1994,On Deadly Ground_1994
1153,54,2009-11-25,Ninja Assassin,"$50,000,000","$38,122,883","$62,209,892",2009,Ninja Assassin_2009
1154,55,2004-05-28,Raising Helen,"$50,000,000","$37,485,528","$49,928,680",2004,Raising Helen_2004
1155,56,2016-05-20,The Nice Guys,"$50,000,000","$36,261,763","$59,596,747",2016,The Nice Guys_2016
1156,57,1999-09-17,For Love of the Game,"$50,000,000","$35,188,640","$46,112,640",1999,For Love of the Game_1999
1157,58,1998-12-11,Jack Frost,"$50,000,000","$34,645,374","$34,645,374",1998,Jack Frost_1998
1158,59,2010-06-04,Marmaduke,"$50,000,000","$33,644,788","$89,895,930",2010,Marmaduke_2010
1159,60,1996-06-28,Striptease,"$50,000,000","$33,109,743","$113,309,743",1996,Striptease_1996
1160,61,2010-10-15,Hereafter,"$50,000,000","$32,746,941","$108,660,270",2010,Hereafter_2010
1161,62,2002-04-19,Murder by Numbers,"$50,000,000","$31,874,869","$56,643,267",2002,Murder by Numbers_2002
1162,63,1995-10-06,Assassins,"$50,000,000","$30,306,268","$83,306,268",1995,Assassins_1995
1163,64,2016-02-12,Zoolander 2,"$50,000,000","$28,848,693","$55,348,693",2016,Zoolander 2_2016
1164,65,2009-01-16,Defiance,"$50,000,000","$28,644,813","$52,987,754",2009,Defiance_2009
1165,66,2007-02-09,Hannibal Rising,"$50,000,000","$27,669,725","$80,583,311",2007,Hannibal Rising_2007
1166,67,1999-10-15,The Story of Us,"$50,000,000","$27,100,030","$27,100,030",1999,The Story of Us_1999
1167,68,2013-03-29,The Host,"$50,000,000","$26,623,701","$64,477,051",2013,The Host_2013
1168,69,2003-03-28,Basic,"$50,000,000","$26,599,248","$42,598,498",2003,Basic_2003
1169,70,2015-03-13,Run All Night,"$50,000,000","$26,461,644","$66,961,644",2015,Run All Night_2015
1170,71,2002-08-09,Blood Work,"$50,000,000","$26,199,517","$26,199,517",2002,Blood Work_2002
1171,72,2009-02-13,The International,"$50,000,000","$25,450,527","$53,850,527",2009,The International_2009
1172,73,1996-08-09,Escape from L.A.,"$50,000,000","$25,426,861","$25,426,861",1996,Escape from L.A._1996
1173,74,2004-02-27,Twisted,"$50,000,000","$25,195,050","$40,119,848",2004,Twisted_2004
1174,75,2004-12-10,The Life Aquatic with Steve Zissou,"$50,000,000","$24,006,726","$34,806,726",2004,The Life Aquatic with Steve Zissou_2004
1175,76,1999-08-04,The Iron Giant,"$50,000,000","$23,159,305","$31,333,917",1999,The Iron Giant_1999
1176,77,2019-04-12,Hellboy,"$50,000,000","$21,903,748","$40,725,492",2019,Hellboy_2019
1177,78,2011-04-08,Your Highness,"$50,000,000","$21,596,445","$26,121,638",2011,Your Highness_2011
1178,79,2016-09-16,Snowden,"$50,000,000","$21,587,519","$35,380,918",2016,Snowden_2016
1179,80,2011-09-30,Dream House,"$50,000,000","$21,302,340","$41,642,166",2011,Dream House_2011
1180,81,2016-06-24,Free State of Jones,"$50,000,000","$20,810,036","$23,237,252",2016,Free State of Jones_2016
1181,82,2009-09-04,Gamer,"$50,000,000","$20,534,907","$42,002,029",2009,Gamer_2009
1182,83,2005-02-25,Man of the House,"$50,000,000","$19,699,706","$22,099,706",2005,Man of the House_2005
1183,84,2003-02-21,The Life of David Gale,"$50,000,000","$19,694,635","$28,920,188",2003,The Life of David Gale_2003
1184,85,2013-02-14,Beautiful Creatures,"$50,000,000","$19,452,138","$60,282,876",2013,Beautiful Creatures_2013
1185,86,2005-09-30,Into the Blue,"$50,000,000","$18,782,227","$41,982,227",2005,Into the Blue_2005
1186,87,2007-09-14,Eastern Promises,"$50,000,000","$17,181,265","$56,077,088",2007,Eastern Promises_2007
1187,88,1994-07-01,Baby's Day Out,"$50,000,000","$16,581,575","$16,581,575",1994,Baby's Day Out_1994
1188,89,1999-11-12,The Messenger: The Story of Joan of Arc,"$50,000,000","$14,271,297","$14,271,297",1999,The Messenger: The Story of Joan of Arc_1999
1189,90,1995-11-03,Fair Game,"$50,000,000","$11,497,497","$26,097,497",1995,Fair Game_1995
1190,91,2011-02-25,Drive Angry,"$50,000,000","$10,721,033","$41,042,583",2011,Drive Angry_2011
1191,92,1997-11-07,Mad City,"$50,000,000","$10,561,038","$10,561,038",1997,Mad City_1997
1192,93,1995-10-13,The Scarlet Letter,"$50,000,000","$10,359,006","$10,359,006",1995,The Scarlet Letter_1995
1193,94,2005-10-14,Domino,"$50,000,000","$10,169,202","$23,574,057",2005,Domino_2005
1194,95,1995-10-13,Jade,"$50,000,000","$9,812,870","$9,812,870",1995,Jade_1995
1195,96,2009-02-27,Street Fighter: The Legend of Chun-Li,"$50,000,000","$8,742,261","$12,660,287",2009,Street Fighter: The Legend of Chun-Li_2009
1196,97,2002-03-29,Death to Smoochy,"$50,000,000","$8,355,815","$8,374,062",2002,Death to Smoochy_2002
1197,98,2018-02-16,Early Man,"$50,000,000","$8,267,544","$45,285,890",2018,Early Man_2018
1198,99,2009-11-13,The Boat That Rocked,"$50,000,000","$8,017,467","$37,472,651",2009,The Boat That Rocked_2009
1199,100,2004-01-30,The Big Bounce,"$50,000,000","$6,471,394","$6,626,115",2004,The Big Bounce_2004
1200,1,2000-03-03,What Planet Are You From?,"$50,000,000","$6,291,602","$6,291,602",2000,What Planet Are You From?_2000
1201,2,2015-04-17,Child 44,"$50,000,000","$1,224,330","$8,004,221",2015,Child 44_2015
1202,3,2009-01-23,Outlander,"$50,000,000","$166,003","$1,250,617",2009,Outlander_2009
1203,4,2013-03-15,Upside Down,"$50,000,000","$102,118","$26,387,039",2013,Upside Down_2013
1204,5,2015-10-02,Shanghai,"$50,000,000","$46,425","$15,505,922",2015,Shanghai_2015
1205,6,2020-12-31,Hannibal the Conqueror,"$50,000,000",$0,$0,2020,Hannibal the Conqueror_2020
1206,7,2019-11-08,Arctic Dogs,"$50,000,000",$0,$0,2019,Arctic Dogs_2019
